"Страна";"Город";"Дата";"Индекс"
Россия;Озёрск;17.06.2020;1.7
Россия;Раменское;24.02.2020;2.7
Россия;Чистополь;23.09.2020;1
Россия;Рязань;23.05.2020;2.4
Россия;Прохладный;02.07.2020;1.7
Россия;Новомосковск;30.08.2020;2.3
Россия;Иркутск;31.07.2020;0.8
Россия;Киров;01.06.2020;1.1
Россия;Серов;12.04.2020;3.5
Россия;Заречный;23.08.2020;3.3
Россия;Липецк;28.06.2020;2.5
Россия;Астрахань;07.04.2020;3.1
Россия;Копейск;30.07.2020;1.8
Россия;Ишим;05.06.2020;1.2
Россия;Якутск;07.09.2020;1.2
Россия;Ижевск;04.04.2020;3.7
Россия;Славянск-на-Кубани;03.05.2020;2.9
Россия;Кисловодск;25.05.2020;2.4
Россия;Минусинск;12.08.2020;1.5
Россия;Севастополь;02.07.2020;1.7
Россия;Евпатория;23.09.2020;1.5
Россия;Щекино;20.07.2020;1.9
Россия;Лесосибирск;14.09.2020;1.5
Россия;Элиста;29.02.2020;1.9
Россия;Камышин;21.04.2020;2.8
Россия;Сарапул;20.05.2020;1.3
Россия;Воскресенск;24.09.2020;1.2
Россия;Братск;28.08.2020;1.4
Россия;Реутов;10.06.2020;0.9
Россия;Сызрань;20.09.2020;2.8
Россия;Дзержинский;07.03.2020;1.9
Россия;Ноябрьск;13.09.2020;2.8
Россия;Киселёвск;26.03.2020;2
Россия;Георгиевск;06.09.2020;2.6
Россия;Балашов;06.06.2020;2.3
Россия;Шуя;20.06.2020;2.1
Россия;Кирово-Чепецк;09.04.2020;2.9
Россия;Белгород;23.02.2020;2.6
Россия;Гудермес;16.05.2020;3.1
Россия;Черемхово;09.08.2020;2.7
Россия;Белорецк;12.04.2020;3.4
Россия;Норильск;03.07.2020;1.5
Россия;Егорьевск;26.06.2020;1
Россия;Прокопьевск;01.09.2020;1.4
Россия;Чайковский;22.08.2020;2.2
Россия;Долгопрудный;21.03.2020;2.7
Россия;Феодосия;04.07.2020;2.4
Россия;Сосновый Бор;02.08.2020;2.4
Россия;Сертолово;22.06.2020;1.9
Россия;Ревда;30.04.2020;2.4
Россия;Бийск;18.08.2020;1.4
Россия;Гусь-Хрустальный;05.09.2020;2.2
Россия;Пятигорск;17.04.2020;2.3
Россия;Красногорск;09.03.2020;2.5
Россия;Новый Уренгой;23.08.2020;2.5
Россия;Краснокамск;12.03.2020;1.4
Россия;Ялта;29.04.2020;2.9
Россия;Одинцово;16.07.2020;1.3
Россия;Елабуга;10.04.2020;3
Россия;Великие Луки;16.06.2020;1.3
Россия;Щербинка;24.09.2020;1.3
Россия;Барнаул;21.08.2020;0.9
Россия;Кузнецк;24.03.2020;1.4
Россия;Мурино;07.06.2020;2.7
Россия;Боровичи;20.09.2020;3
Россия;Шадринск;12.06.2020;2.1
Россия;Асбест;13.08.2020;1.8
Россия;Белебей;24.05.2020;2.8
Россия;Бор;30.09.2020;0.9
Россия;Вольск;22.07.2020;1.7
Россия;Елец;21.08.2020;1.5
Россия;Каспийск;31.03.2020;3.5
Россия;Ханты-Мансийск;11.05.2020;2.8
Россия;Лиски;06.09.2020;2.8
Россия;Северодвинск;30.07.2020;2.2
Россия;Оренбург;06.09.2020;2.5
Россия;Анжеро-Судженск;05.09.2020;2.7
Россия;Симферополь;08.08.2020;2.2
Россия;Магнитогорск;16.03.2020;1.3
Россия;Королёв;20.06.2020;2.4
Россия;Псков;23.05.2020;2.5
Россия;Салават;17.06.2020;1.6
Россия;Всеволожск;14.07.2020;1.3
Россия;Петергоф;27.04.2020;2.9
Россия;Энгельс;05.09.2020;2.1
Россия;Минеральные Воды;09.07.2020;1
Россия;Муром;11.03.2020;1.1
Россия;Химки;05.05.2020;3.2
Россия;Кириши;26.08.2020;1.5
Россия;Белогорск;22.04.2020;2.4
Россия;Озёрск;22.05.2020;2.1
Россия;Щелково;03.04.2020;3.4
Россия;Сергиев Посад;22.09.2020;0.8
Россия;Полевской;03.05.2020;3.1
Россия;Санкт-Петербург;21.05.2020;2
Россия;Кызыл;17.08.2020;1.4
Россия;Колпино;16.04.2020;2.8
Россия;Кумертау;03.08.2020;2.2
Россия;Воткинск;31.03.2020;3.4
Россия;Тверь;31.08.2020;0.9
Россия;Саратов;07.07.2020;1.1
Россия;Свободный;25.02.2020;1
Россия;Урус-Мартан;07.06.2020;2.8
Россия;Котельники;07.07.2020;0
Россия;Грозный;08.03.2020;1.4
Россия;Нижний Новгород;24.07.2020;0.8
Россия;Искитим;20.05.2020;1.4
Россия;Владикавказ;19.06.2020;1.6
Россия;Великий Новгород;14.05.2020;1.7
Россия;Мурманск;09.06.2020;1.6
Россия;Калининград;01.08.2020;1.8
Россия;Волгоград;23.02.2020;2.7
Россия;Владивосток;27.03.2020;1
Россия;Волжский;29.04.2020;2.1
Россия;Уфа;12.03.2020;0.6
Россия;Когалым;03.08.2020;1.7
Россия;Петропавловск-Камчатский;02.09.2020;0.8
Россия;Уссурийск;17.08.2020;1.1
Россия;Иваново;25.08.2020;0.6
Россия;Таганрог;02.06.2020;1.7
Россия;Котлас;01.08.2020;2.2
Россия;Зеленодольск;07.04.2020;3.4
Россия;Нефтекамск;22.03.2020;2.9
Россия;Балаково;07.04.2020;3.2
Россия;Новосибирск;27.04.2020;1.7
Россия;Брянск;28.04.2020;2.6
Россия;Альметьевск;03.05.2020;3
Россия;Серпухов;01.08.2020;2
Россия;Каменск-Уральский;29.02.2020;2.5
Россия;Армавир;14.04.2020;2.4
Россия;Нерюнгри;19.07.2020;3.2
Россия;Находка;03.09.2020;1.9
Россия;Архангельск;02.03.2020;1
Россия;Улан-Удэ;17.07.2020;1.1
Россия;Ступино;13.06.2020;2.3
Россия;Тольятти;06.09.2020;2.7
Россия;Бердск;12.06.2020;1.7
Россия;Новочебоксарск;04.08.2020;1.6
Россия;Тамбов;27.04.2020;2.2
Россия;Зеленоград;15.03.2020;3.1
Россия;Тула;22.05.2020;1.4
Россия;Белово;04.05.2020;2.6
Россия;Усолье-Сибирское;18.06.2020;1.3
Россия;Рославль;23.02.2020;2.7
Россия;Чехов;10.05.2020;3.3
Россия;Ковров;18.09.2020;1.2
Россия;Владимир;01.06.2020;1.4
Россия;Златоуст;04.08.2020;1.5
Россия;Калуга;08.05.2020;2.2
Россия;Туапсе;27.04.2020;2.8
Россия;Шахты;26.04.2020;3.3
Россия;Лениногорск;25.08.2020;1.7
Россия;Нальчик;19.09.2020;1.7
Россия;Горно-Алтайск;30.07.2020;1
Россия;Миасс;13.04.2020;2.3
Россия;Алексин;12.09.2020;2.2
Россия;Тимашевск;14.08.2020;1.1
Россия;Буйнакск;23.06.2020;1.8
Россия;Жуковский;16.09.2020;0.9
Россия;Махачкала;15.05.2020;3.1
Россия;Тольятти;15.05.2020;2
Россия;Новочебоксарск;12.04.2020;4.1
Россия;Тамбов;16.09.2020;0.8
Россия;Нерюнгри;24.02.2020;3.5
Россия;Новотроицк;05.07.2020;3.1
Россия;Улан-Удэ;26.02.2020;1.1
Россия;Нижнекамск;11.07.2020;2.2
Россия;Архангельск;09.08.2020;2.6
Россия;Ступино;17.09.2020;1
Россия;Находка;30.05.2020;2.2
Россия;Серпухов;09.04.2020;3
Россия;Каменск-Уральский;22.06.2020;1.5
Россия;Армавир;19.07.2020;2.5
Россия;Балаково;26.07.2020;2.7
Россия;Брянск;21.09.2020;0.9
Россия;Миасс;05.08.2020;1.3
Россия;Горно-Алтайск;11.04.2020;2.6
Россия;Тимашевск;25.03.2020;1.3
Россия;Буйнакск;05.03.2020;1.3
Россия;Жуковский;27.04.2020;2.9
Россия;Махачкала;06.09.2020;2.1
Россия;Калуга;26.08.2020;1.1
Россия;Шахты;15.09.2020;1.4
Россия;Туапсе;16.09.2020;1
Россия;Соликамск;15.06.2020;1.6
Россия;Рославль;14.07.2020;1.8
Россия;Чехов;01.09.2020;1.1
Россия;Лениногорск;21.05.2020;2.3
Россия;Ковров;25.04.2020;3.5
Россия;Златоуст;12.04.2020;3.5
Россия;Зеленоград;08.08.2020;2
Россия;Нальчик;15.06.2020;1.5
Россия;Алексин;08.06.2020;1.8
Россия;Белово;22.08.2020;2
Россия;Полевской;25.08.2020;1.6
Россия;Выборг;15.06.2020;0.8
Россия;Ишимбай;28.04.2020;2.6
Россия;Кызыл;24.03.2020;0.7
Россия;Тверь;13.05.2020;1.7
Россия;Салават;21.09.2020;1.7
Россия;Кумертау;15.04.2020;3.2
Россия;Воткинск;23.07.2020;1.8
Россия;Королёв;16.03.2020;1.5
Россия;Энгельс;01.06.2020;1.5
Россия;Арзамас;16.05.2020;2.5
Россия;Сергиев Посад;29.04.2020;2.9
Россия;Смоленск;17.06.2020;1
Россия;Кириши;08.05.2020;2
Россия;Щелково;08.07.2020;1.1
Россия;Белогорск;11.09.2020;1.1
Россия;Петергоф;16.09.2020;1.4
Россия;Всеволожск;23.02.2020;2.8
Россия;Колпино;23.09.2020;1
Россия;Муром;03.07.2020;1.3
Россия;Химки;23.08.2020;2
Россия;Петропавловск-Камчатский;11.05.2020;2.8
Россия;Саратов;02.04.2020;3.5
Россия;Зеленодольск;26.07.2020;2.3
Россия;Нефтекамск;11.08.2020;1.3
Россия;Котлас;09.04.2020;2.8
Россия;Уссурийск;24.03.2020;0.9
Россия;Калининград;23.02.2020;2.6
Россия;Владикавказ;15.03.2020;2.8
Россия;Грозный;15.08.2020;1.5
Россия;Солнечногорск;21.05.2020;2
Россия;Юрга;20.05.2020;1.6
Россия;Волжский;22.09.2020;1.1
Россия;Глазов;20.05.2020;1.8
Россия;Искитим;24.08.2020;1.4
Россия;Сургут;25.05.2020;1.4
Россия;Владивосток;01.07.2020;1.5
Россия;Нижний Новгород;01.04.2020;3.6
Россия;Мурманск;27.09.2020;2.9
Россия;Волгоград;14.07.2020;1.2
Россия;Великий Новгород;05.09.2020;2.1
Россия;Иваново;21.05.2020;1.5
Россия;Первоуральск;07.07.2020;1.3
Россия;Свободный;20.07.2020;1.4
Россия;Уфа;19.08.2020;1
Россия;Урус-Мартан;29.09.2020;2
Россия;Когалым;25.02.2020;1.2
Россия;Щербинка;06.06.2020;2.3
Россия;Прокопьевск;28.05.2020;1.7
Россия;Пятигорск;10.09.2020;0.3
Россия;Новый Уренгой;05.05.2020;3.3
Россия;Ялта;22.09.2020;1.1
Россия;Краснокамск;19.08.2020;1.8
Россия;Ревда;19.09.2020;2.1
Россия;Елабуга;15.07.2020;1.7
Россия;Сертолово;29.02.2020;2.7
Россия;Красногорск;16.08.2020;2.2
Россия;Бийск;29.03.2020;3.4
Россия;Гусь-Хрустальный;14.05.2020;2.3
Россия;Барнаул;14.03.2020;2.1
Россия;Кузнецк;28.06.2020;2.5
Россия;Чайковский;04.05.2020;2.8
Россия;Егорьевск;04.03.2020;1.1
Россия;Феодосия;12.03.2020;1.6
Россия;Долгопрудный;10.08.2020;1.3
Россия;Сосновый Бор;14.04.2020;2.8
Россия;Магнитогорск;09.08.2020;2.8
Россия;Лыткарино;29.05.2020;2.6
Россия;Ханты-Мансийск;02.09.2020;0.8
Россия;Лиски;15.05.2020;2.1
Россия;Бор;23.04.2020;2.6
Россия;Северодвинск;11.04.2020;3.8
Россия;Оренбург;15.05.2020;1.5
Россия;Белебей;28.08.2020;1.7
Россия;Анжеро-Судженск;14.05.2020;2
Россия;Вольск;03.04.2020;3.1
Россия;Елец;28.03.2020;3
Россия;Каспийск;23.07.2020;2.1
Россия;Боровичи;01.05.2020;2.9
Россия;Фрязино;30.07.2020;1.1
Россия;Мурино;29.09.2020;1.9
Россия;Асбест;20.03.2020;1.6
Россия;Тихвин;23.05.2020;2.1
Россия;Симферополь;01.03.2020;2.8
Россия;Евпатория;05.06.2020;1.9
Россия;Минусинск;19.03.2020;1.4
Россия;Элиста;22.06.2020;1.7
Россия;Щекино;25.02.2020;1.5
Россия;Лысьва;22.05.2020;2.3
Россия;Кунгур;07.07.2020;1
Россия;Братск;06.05.2020;2.3
Россия;Заречный;05.05.2020;3.1
Россия;Астрахань;26.07.2020;2.6
Россия;Липецк;10.03.2020;0.7
Россия;Зеленогорск;27.07.2020;2.4
Россия;Ишим;23.09.2020;1.2
Россия;Якутск;18.04.2020;3.1
Россия;Ижевск;27.07.2020;0.6
Россия;Славянск-на-Кубани;25.08.2020;0.9
Россия;Новомосковск;12.05.2020;2
Россия;Серов;04.08.2020;2.1
Россия;Чистополь;05.06.2020;1.2
Россия;Камышин;28.09.2020;1.6
Россия;Раменское;19.07.2020;2.1
Россия;Сарапул;24.08.2020;1.3
Россия;Воскресенск;17.04.2020;3.2
Россия;Севастополь;28.03.2020;3.1
Россия;Лесосибирск;10.06.2020;1.5
Россия;Прохладный;14.03.2020;2.2
Россия;Черемхово;16.03.2020;1.4
Россия;Белорецк;04.08.2020;1.6
Россия;Сызрань;16.06.2020;1.3
Россия;Норильск;11.03.2020;1.9
Россия;Дзержинский;14.08.2020;0.8
Россия;Белгород;14.07.2020;0.9
Россия;Шуя;16.03.2020;1
Россия;Балашов;10.09.2020;1.2
Россия;Гудермес;03.09.2020;1.3
Россия;Красное Село;15.06.2020;1.5
Россия;Киселёвск;15.08.2020;2.4
Россия;Георгиевск;15.05.2020;1.7
Россия;Ноябрьск;20.04.2020;3
Россия;Кирово-Чепецк;01.08.2020;2.4
Россия;Реутов;28.09.2020;0.7
Россия;Волжский;27.08.2020;1.4
Россия;Глазов;11.06.2020;1.5
Россия;Юрга;11.06.2020;1.3
Россия;Солнечногорск;12.06.2020;1.7
Россия;Котлас;18.03.2020;1.2
Россия;Нефтекамск;05.08.2020;1.4
Россия;Батайск;01.05.2020;3.1
Россия;Зеленодольск;21.08.2020;1.3
Россия;Петропавловск-Камчатский;19.04.2020;3.7
Россия;Таганрог;30.09.2020;1.3
Россия;Уссурийск;03.04.2020;2.4
Россия;Туймазы;07.06.2020;3
Россия;Свободный;24.06.2020;2.2
Россия;Первоуральск;27.06.2020;2.3
Россия;Котельники;09.03.2020;0.7
Россия;Нижний Новгород;26.03.2020;1
Россия;Сургут;16.06.2020;1.2
Россия;Великий Новгород;11.09.2020;0.8
Россия;Волгоград;22.06.2020;1.4
Россия;Ангарск;02.05.2020;2.8
Россия;Сергиев Посад;09.05.2020;3.2
Россия;Саранск;17.08.2020;1.1
Россия;Смоленск;22.05.2020;1.6
Россия;Россошь;02.03.2020;1.2
Россия;Кызыл;03.04.2020;2.3
Россия;Выборг;24.05.2020;2.2
Россия;Полевской;16.09.2020;1.8
Россия;Кумертау;20.03.2020;1.7
Россия;Воткинск;14.08.2020;1.5
Россия;Тверь;17.04.2020;2.3
Россия;Всеволожск;29.02.2020;2.4
Россия;Лабинск;15.07.2020;1.3
Россия;Петергоф;25.08.2020;1.3
Россия;Кинешма;30.06.2020;1.5
Россия;Муром;09.07.2020;1.5
Россия;Химки;18.09.2020;1
Россия;Магадан;19.07.2020;2.3
Россия;Узловая;29.03.2020;3.4
Россия;Минеральные Воды;11.03.2020;0.4
Россия;Белогорск;05.09.2020;2.5
Россия;Кириши;28.04.2020;2.2
Россия;Туапсе;25.08.2020;1.1
Россия;Шахты;24.08.2020;1.7
Россия;Калуга;21.09.2020;0.8
Россия;Соликамск;24.05.2020;3.3
Россия;Новоалтайск;06.06.2020;2.3
Россия;Тимашевск;31.03.2020;2.5
Россия;Горно-Алтайск;16.03.2020;0.2
Россия;Миасс;11.08.2020;1.4
Россия;Махачкала;12.09.2020;1.6
Россия;Буйнакск;24.02.2020;2.5
Россия;Жуковский;03.05.2020;3.3
Россия;Зеленоград;29.07.2020;1.2
Россия;Вологда;11.08.2020;1
Россия;Октябрьский;27.06.2020;2.2
Россия;Белово;17.09.2020;0.9
Россия;Ковров;05.05.2020;2.9
Россия;Владимир;29.09.2020;0.5
Россия;Чехов;07.09.2020;1.2
Россия;Рославль;22.06.2020;1.8
Россия;Златоуст;21.03.2020;2.5
Россия;Новотроицк;29.06.2020;1.8
Россия;Нерюнгри;05.03.2020;1.5
Россия;Рыбинск;15.09.2020;1.3
Россия;Александров;02.07.2020;1.2
Россия;Нижнекамск;01.07.2020;2
Россия;Улан-Удэ;03.03.2020;0.7
Россия;Пушкино;19.03.2020;1.2
Россия;Новочебоксарск;21.03.2020;2.7
Россия;Тольятти;23.04.2020;2.3
Россия;Тамбов;25.08.2020;0.9
Россия;Брянск;26.08.2020;1.1
Россия;Балаково;21.08.2020;1.6
Россия;Серпухов;18.03.2020;1.4
Россия;Павлово;28.08.2020;0.9
Россия;Каменск-Уральский;14.07.2020;1.4
Россия;Белгород;22.06.2020;0.7
Россия;Красное Село;24.05.2020;2.6
Россия;Дмитров;31.05.2020;2.8
Россия;Гудермес;13.09.2020;1.6
Россия;Белорецк;10.08.2020;1.8
Россия;Черемхово;11.04.2020;3
Россия;Стерлитамак;05.07.2020;2.5
Россия;Комсомольск-на-Амуре;28.02.2020;1.4
Россия;Кирово-Чепецк;07.08.2020;1.5
Россия;Ноябрьск;16.05.2020;2.9
Россия;Георгиевск;23.04.2020;2.5
Россия;Киселёвск;24.07.2020;1.8
Россия;Астрахань;21.08.2020;1.3
Россия;Заречный;25.04.2020;3.5
Россия;Ижевск;18.08.2020;0.7
Россия;Якутск;10.05.2020;3.3
Россия;Славянск-на-Кубани;16.09.2020;0.8
Россия;Новоуральск;18.05.2020;2.3
Россия;Щекино;06.03.2020;1.5
Россия;Элиста;14.07.2020;1.7
Россия;Минусинск;14.04.2020;2.3
Россия;Евпатория;26.05.2020;2.1
Россия;Братск;30.04.2020;2.2
Россия;Кунгур;27.06.2020;2
Россия;Лысьва;17.06.2020;1.8
Россия;Раменское;23.06.2020;1.3
Россия;Чистополь;26.05.2020;1.3
Россия;Воркута;02.04.2020;3.7
Россия;Новомосковск;16.04.2020;2.7
Россия;Киров;29.09.2020;0.8
Россия;Серов;10.08.2020;2.2
Россия;Люберцы;24.09.2020;1.1
Россия;Лиски;23.04.2020;2.7
Россия;Апатиты;14.03.2020;2.9
Россия;Дербент;25.05.2020;3.6
Россия;Ханты-Мансийск;08.09.2020;0.7
Россия;Белореченск;02.04.2020;3.4
Россия;Лыткарино;04.06.2020;2.2
Россия;Анжеро-Судженск;22.04.2020;2.6
Россия;Кировск;06.03.2020;1.9
Россия;Оренбург;23.04.2020;2.4
Россия;Назрань;05.09.2020;1.1
Россия;Северодвинск;16.03.2020;1.9
Россия;Нефтеюганск;04.08.2020;1.5
Россия;Воронеж;13.05.2020;1.9
Россия;Гатчина;23.06.2020;0.9
Россия;Магнитогорск;30.07.2020;1.5
Россия;Асбест;15.04.2020;2.6
Россия;Боровичи;07.05.2020;2.2
Россия;Берёзовский;06.09.2020;2.4
Россия;Донской;11.05.2020;2.8
Россия;Тихвин;18.06.2020;1
Россия;Вольск;24.03.2020;1.8
Россия;Каспийск;14.08.2020;2
Россия;Елец;07.04.2020;3.1
Россия;Новый Уренгой;25.04.2020;3.3
Россия;Пятигорск;31.08.2020;0.4
Россия;Одинцово;02.03.2020;1.3
Россия;Ялта;27.08.2020;1.5
Россия;Железнодорожный;18.05.2020;3.1
Россия;Щербинка;27.05.2020;2.3
Россия;Коломна;09.06.2020;1.3
Россия;Егорьевск;27.02.2020;1.2
Россия;Чайковский;24.04.2020;3
Россия;Сосновый Бор;19.03.2020;1.3
Россия;Долгопрудный;04.08.2020;1.3
Россия;Сертолово;23.02.2020;3
Россия;Ревда;28.08.2020;1.3
Россия;Гусь-Хрустальный;22.04.2020;2.9
Россия;Бийск;04.04.2020;3.6
Россия;Тобольск;25.05.2020;1.7
Россия;Железнодорожный;16.07.2020;1.7
Россия;Домодедово;06.06.2020;1.9
Россия;Нягань;29.03.2020;3.6
Россия;Коломна;02.07.2020;0.9
Россия;Чапаевск;29.03.2020;3.3
Россия;Старый Оскол;16.08.2020;2.5
Россия;Ивантеевка;23.05.2020;3.3
Россия;Благовещенск;02.05.2020;2.7
Россия;Троицк;07.08.2020;1.3
Россия;Майкоп;27.05.2020;1.8
Россия;Березники;08.09.2020;1.3
Россия;Чебоксары;23.08.2020;2.1
Россия;Апатиты;27.09.2020;3.1
Россия;Абакан;23.07.2020;0.7
Россия;Дербент;17.07.2020;1.6
Россия;Белореченск;31.08.2020;1.1
Россия;Новошахтинск;18.06.2020;1.7
Россия;Губкин;22.08.2020;2.5
Россия;Пермь;21.06.2020;2.8
Россия;Новокуйбышевск;16.07.2020;1.5
Россия;Нефтеюганск;07.05.2020;2
Россия;Назрань;05.04.2020;3.2
Россия;Дубна;29.08.2020;2
Россия;Михайловка;08.07.2020;1.5
Россия;Выкса;22.07.2020;1.3
Россия;Воронеж;21.07.2020;1
Россия;Ржев;21.03.2020;2.7
Россия;Гатчина;18.06.2020;1
Россия;Орск;16.03.2020;1.3
Россия;Азов;22.07.2020;1.4
Россия;Донской;23.07.2020;2
Россия;Артём;18.08.2020;1.2
Россия;Берёзовский;04.04.2020;3.5
Россия;Тюмень;18.03.2020;1.2
Россия;Сочи;23.09.2020;0.8
Россия;Ессентуки;08.06.2020;1.6
Россия;Хабаровск;16.08.2020;2.4
Россия;Новоуральск;16.07.2020;2
Россия;Курган;20.09.2020;2.7
Россия;Череповец;19.03.2020;1.4
Россия;Борисоглебск;21.08.2020;1.7
Россия;Саров;01.05.2020;4
Россия;Воркута;31.08.2020;2.1
Россия;Междуреченск;20.08.2020;1.8
Россия;Люберцы;09.03.2020;2.6
Россия;Ярославль;19.04.2020;3.6
Россия;Сыктывкар;22.05.2020;1.9
Россия;Дмитров;11.07.2020;1.2
Россия;Москва;27.02.2020;0.3
Россия;Верхняя Пышма;25.03.2020;1.3
Россия;Московский;29.07.2020;1.8
Россия;Стерлитамак;29.05.2020;1.6
Россия;Петрозаводск;24.03.2020;1.6
Россия;Нижний Тагил;20.07.2020;1.8
Россия;Ленинск-Кузнецкий;08.06.2020;1.4
Россия;Новочеркасск;18.03.2020;1.2
Россия;Новороссийск;20.05.2020;1.9
Россия;Шали;05.06.2020;2.6
Россия;Черногорск;10.03.2020;1.6
Россия;Ставрополь;28.06.2020;2.4
Россия;Подольск;02.04.2020;3.6
Россия;Рыбинск;18.03.2020;1.5
Россия;Александров;09.06.2020;1.2
Россия;Волжск;13.06.2020;2
Россия;Пушкино;22.09.2020;0.9
Россия;Ухта;07.08.2020;1.7
Россия;Тихорецк;25.05.2020;1.9
Россия;Кострома;08.06.2020;1.2
Россия;Мелеуз;04.03.2020;1.5
Россия;Екатеринбург;17.07.2020;0.9
Россия;Ростов-на-Дону;14.08.2020;0.9
Россия;Сибай;12.03.2020;1.5
Россия;Южно-Сахалинск;20.05.2020;0.7
Россия;Павлово;13.04.2020;2.3
Россия;Бугульма;03.07.2020;1.4
Россия;Рубцовск;20.07.2020;2
Россия;Гуково;20.09.2020;3
Россия;Новоалтайск;27.06.2020;2.2
Россия;Железногорск;19.03.2020;1.7
Россия;Электросталь;08.09.2020;1.3
Россия;Йошкар-Ола;17.04.2020;2.6
Россия;Чита;16.08.2020;2.5
Россия;Канск;18.05.2020;1.4
Россия;Вологда;30.04.2020;2.3
Россия;Октябрьский;06.06.2020;2.3
Россия;Мытищи;16.08.2020;2
Россия;Клин;05.05.2020;2.8
Россия;Керчь;24.08.2020;2.1
Россия;Кропоткин;25.09.2020;1
Россия;Дзержинск;10.05.2020;3
Россия;Лобня;14.04.2020;3.6
Россия;Жигулёвск;24.06.2020;2.8
Россия;Орёл;07.08.2020;1.2
Россия;Саранск;16.04.2020;2.6
Россия;Вязьма;14.04.2020;2.8
Россия;Волгодонск;21.04.2020;2.9
Россия;Видное;21.08.2020;0.8
Россия;Ейск;08.04.2020;3.4
Россия;Будённовск;23.08.2020;2.6
Россия;Черкесск;31.05.2020;2.9
Россия;Лабинск;19.05.2020;2
Россия;Хасавюрт;13.06.2020;2.2
Россия;Курск;05.08.2020;1.1
Россия;Балашиха;08.06.2020;2
Россия;Кстово;12.05.2020;1.5
Россия;Кинешма;03.06.2020;1.8
Россия;Узловая;12.09.2020;2.2
Россия;Магадан;23.05.2020;2
Россия;Крымск;27.02.2020;1.1
Россия;Избербаш;13.06.2020;2.8
Россия;Челябинск;18.03.2020;0.7
Россия;Ульяновск;01.08.2020;2.6
Россия;Каменск-Шахтинский;18.04.2020;3.4
Россия;Снежинск;23.09.2020;2
Россия;Мичуринск;22.09.2020;1.3
Россия;Краснотурьинск;24.06.2020;2.7
Россия;Нижневартовск;02.03.2020;0.8
Россия;Павловский Посад;05.04.2020;3.7
Россия;Биробиджан;26.02.2020;1
Россия;Батайск;10.08.2020;1.8
Россия;Набережные Челны;05.06.2020;1.1
Россия;Геленджик;11.05.2020;2.8
Россия;Туймазы;04.07.2020;2.1
Россия;Усть-Илимск;04.08.2020;1.5
Россия;Орехово-Зуево;16.06.2020;1.5
Россия;Томск;29.02.2020;2.2
Россия;Краснокаменск;01.03.2020;3.5
Россия;Арсеньев;27.02.2020;1.3
Россия;Красноярск;18.06.2020;1
Россия;Ангарск;01.08.2020;2.4
Россия;Сызрань;25.06.2020;1.4
Россия;Дзержинский;19.04.2020;4.1
Россия;Петрозаводск;03.04.2020;3.7
Россия;Московский;08.08.2020;2.2
Россия;Сыктывкар;17.06.2020;1.2
Россия;Кемерово;11.03.2020;0.6
Россия;Балашов;23.03.2020;1.9
Россия;Шуя;17.09.2020;1.1
Россия;Москва;04.03.2020;0.3
Россия;Верхняя Пышма;31.03.2020;3.1
Россия;Ленинск-Кузнецкий;02.06.2020;1.4
Россия;Новороссийск;11.06.2020;1.3
Россия;Новочеркасск;09.04.2020;2.9
Россия;Шали;26.05.2020;3.9
Россия;Нижний Тагил;24.06.2020;2.6
Россия;Казань;27.09.2020;2
Россия;Череповец;14.04.2020;2.9
Россия;Курган;29.08.2020;2
Россия;Димитровград;29.09.2020;1.1
Россия;Зеленогорск;15.05.2020;2.3
Россия;Хабаровск;21.07.2020;0.9
Россия;Ярославль;11.05.2020;2.8
Россия;Междуреченск;25.07.2020;2.5
Россия;Камышин;13.03.2020;1.4
Россия;Сарапул;09.04.2020;2.4
Россия;Борисоглебск;26.07.2020;2.9
Россия;Воскресенск;16.08.2020;2.4
Россия;Саров;07.05.2020;3
Россия;Севастополь;13.09.2020;2.6
Россия;Лесосибирск;01.07.2020;2
Россия;Выкса;17.08.2020;1.3
Россия;Михайловка;28.06.2020;2.6
Россия;Дубна;20.09.2020;2.7
Россия;Ржев;12.04.2020;3.4
Россия;Новошахтинск;23.05.2020;2.5
Россия;Анапа;11.03.2020;0.9
Россия;Абакан;14.08.2020;0.6
Россия;Белебей;13.04.2020;3
Россия;Бор;18.08.2020;1.1
Россия;Пермь;13.07.2020;0.9
Россия;Губкин;17.09.2020;1.6
Россия;Новокуйбышевск;20.06.2020;2.1
Россия;Тюмень;09.04.2020;3.1
Россия;Пенза;29.09.2020;0.6
Россия;Ессентуки;02.06.2020;1.6
Россия;Фрязино;04.05.2020;3.3
Россия;Орск;11.04.2020;3.5
Россия;Артём;27.07.2020;1.2
Россия;Азов;17.08.2020;1.5
Россия;Самара;25.09.2020;0.7
Россия;Нягань;04.04.2020;3.8
Россия;Прокопьевск;06.07.2020;1.5
Россия;Домодедово;27.05.2020;2
Россия;Тобольск;16.06.2020;1.4
Россия;Краснокамск;22.04.2020;2.9
Россия;Троицк;01.08.2020;1.95
Россия;Благовещенск;26.04.2020;2.9
Россия;Чебоксары;18.09.2020;0.7
Россия;Елабуга;19.05.2020;2.2
Россия;Красногорск;17.04.2020;3.5
Россия;Березники;02.09.2020;1.4
Россия;Майкоп;06.06.2020;2.1
Россия;Старый Оскол;21.07.2020;1.3
Россия;Барнаул;27.09.2020;2.6
Россия;Кузнецк;05.06.2020;1.6
Россия;Чапаевск;04.04.2020;3.3
Россия;Ивантеевка;18.06.2020;1.8
Россия;Биробиджан;03.03.2020;0.9
